word,pronunciation
dissections,daɪsɛkʃənz
dissects,daɪsɛkts
dissemble,dɪsɛmbəl
dissembling,dɪsɛmblɪŋ
disseminate,dɪsɛməneɪt
disseminated,dɪsɛməneɪtəd
disseminating,dɪsɛməneɪtɪŋ
dissemination,dɪsɛməneɪʃən
dissension,dɪsɛnʃən
dissent,dɪsɛnt
dissented,dɪsɛnɪd
dissenter,dɪsɛntər
dissenters,dɪsɛnərz
dissenting,dɪsɛnɪŋ
dissertation,dɪsərteɪʃən
disservice,dɪsərvəs
dissidence,dɪsədɪns
dissident,dɪsədɪnt
dissidents,dɪsədənts
dissimilar,dɪsɪmələr
dissimilarity,dɪsɪməlærəti
dissipate,dɪsəpeɪt
dissipated,dɪsəpeɪtɪd
dissipates,dɪsəpeɪts
dissipating,dɪsəpeɪtɪŋ
dissipation,dɪsɪpeɪʃən
dissipative,dɪsəpeɪtɪv
dissociate,dɪsoʊsieɪt
dissociation,dɪsoʊsieɪʃən
dissolution,dɪsəluʃən
dissolve,dɪzɑlv
dissolved,dɪzɑlvd
dissolves,dɪzɑlvz
dissolving,dɪzɔlvɪŋ
dissonance,dɪsənəns
dissonant,dɪsənənt
dissuade,dɪsweɪd
dissuaded,dɪsweɪdɪd
distal,dɪstəl
distance,dɪstəns
distanced,dɪstənst
distances,dɪstənsɪz
distancing,dɪstənsɪŋ
distant,dɪstənt
distaste,dɪsteɪst
distasteful,dɪsteɪstfəl
distemper,dɪstɛmpər
distended,dɪstɛndɪd
distil,dɪstɪl
distillate,dɪstəleɪt
distillation,dɪstəleɪʃən
distilled,dɪstɪld
distiller,dɪstɪlər
distilleries,dɪstɪləriz
distillers,dɪstɪlərz
distillery,dɪstɪləri
distilling,dɪstɪlɪŋ
distinct,dɪstɪŋkt
distinction,dɪstɪŋkʃən
distinctions,dɪstɪŋkʃənz
distinctive,dɪstɪŋktɪv
distinctively,dɪstɪŋktɪvli
distinctiveness,dɪstɪŋktɪvnəs
distinctly,dɪstɪŋktli
distinguish,dɪstɪŋgwɪʃ
distinguishable,dɪstɪŋgwɪʃəbəl
distinguished,dɪstɪŋgwɪʃt
distinguishes,dɪstɪŋgwɪʃɪz
distinguishing,dɪstɪŋgwɪʃɪŋ
distort,dɪstɔrt
distorted,dɪstɔrtɪd
distorting,dɪstɔrtɪŋ
distortion,dɪstɔrʃən
distortions,dɪstɔrʃənz
distorts,dɪstɔrts
distract,dɪstrækt
distracted,dɪstræktɪd
distracting,dɪstræktɪŋ
distraction,dɪstrækʃən
distractions,dɪstrækʃənz
distracts,dɪstrækts
distraught,dɪstrɔt
distress,dɪstrɛs
distressed,dɪstrɛst
distresses,dɪstrɛsɪz
distressing,dɪstrɛsɪŋ
distressingly,dɪstrɛsɪŋli
distribute,dɪstrɪbjut
distributed,dɪstrɪbjətəd
distributes,dɪstrɪbjuts
distributing,dɪstrɪbjutɪŋ
distribution,dɪstrəbjuʃən
distributions,dɪstrəbjuʃənz
distributive,dɪstrɪbjutɪv
distributor,dɪstrɪbjətər
distributors,dɪstrɪbjətərz
district,dɪstrɪkt
districts,dɪstrɪkts
distrust,dɪstrəst
distrusted,dɪstrəstɪd
distrustful,dɪstrəstfəl
distrusts,dɪstrəsts
disturb,dɪstərb
disturbance,dɪstərbəns
disturbances,dɪstərbənsɪz
disturbed,dɪstərbd
disturbing,dɪstərbɪŋ
disturbingly,dɪstərbɪŋli
disturbs,dɪstərbz
disunion,dɪsjunjən
disunity,dɪsjunəti
disuse,dɪsjus
ditch,dɪʧ
ditched,dɪʧt
ditches,dɪʧɪz
ditching,dɪʧɪŋ
dither,dɪðər
dithering,dɪðərɪŋ
dithers,dɪðərz
ditties,dɪtiz
ditto,dɪtoʊ
ditty,dɪti
diuretic,daɪurɛtɪk
diuretics,daɪurɛtɪks
diurnal,daɪərnəl
diva,divə
divan,dɪvæn
divas,divəz
dive,daɪv
dived,daɪvd
diver,daɪvər
diverge,dɪvərʤ
diverged,daɪvərʤd
divergence,dɪvərʤəns
divergences,daɪvərʤənsɪz
divergent,dɪvərʤənt
diverges,daɪvərʤɪz
diverging,daɪvərʤɪŋ
divers,daɪvərz
diverse,dɪvərs
diversification,dɪvərsəfəkeɪʃən
diversified,dɪvərsəfaɪd
diversify,dɪvərsəfaɪ
diversifying,dɪvərsəfaɪɪŋ
diversion,dɪvərʒən
diversionary,dɪvərʒənɛri
diversions,dɪvərʒənz
diversity,dɪvərsɪti
divert,dɪvərt
diverted,dɪvərtɪd
diverting,dɪvərtɪŋ
diverts,dɪvərts
dives,daɪvz
divest,dɪvɛst
divested,daɪvɛstɪd
divesting,daɪvɛstɪŋ
divide,dɪvaɪd
divided,dɪvaɪdɪd
dividend,dɪvɪdɛnd
dividends,dɪvɪdɛndz
divider,dɪvaɪdər
divides,dɪvaɪdz
dividing,dɪvaɪdɪŋ
divination,dɪvəneɪʃən
divine,dɪvaɪn
divinely,dɪvaɪnli
diving,daɪvɪŋ
divining,dəvaɪnɪŋ
divinities,dɪvɪnətiz
divinity,dɪvɪnəti
divisible,dɪvɪzəbəl
division,dɪvɪʒən
divisional,dɪvɪʒənəl
divisions,dɪvɪʒənz
divisive,dɪvaɪsɪv
divisiveness,dɪvaɪsɪvnəs
divisor,dɪvaɪzər
divorce,dɪvɔrs
divorced,dɪvɔrst
divorcee,dəvɔrsi
divorces,dɪvɔrsɪz
divorcing,dɪvɔrsɪŋ
divulge,dɪvəlʤ
divulged,dɪvəlʤd
divulging,dɪvəlʤɪŋ
dizziness,dɪzinəs
dizzy,dɪzi
dizzying,dɪziɪŋ
do,du
doberman,doʊbərmən
doc,dɑk
docile,dɑsəl
docility,dɑsɪləti
dock,dɑk
docked,dɑkt
docker,dɑkər
dockers,dɑkərz
docket,dɑkət
dockets,dɑkəts
docking,dɑkɪŋ
dockland,dɑklənd
docklands,dɑkləndz
docks,dɑks
dockside,dɑksaɪd
dockyard,dɑkjɑrd
docs,dɑks
doctor,dɔktər
doctoral,dɑktərəl
doctorate,dɑktərət
doctorates,dɑktərəts
doctored,dɑktərd
doctoring,dɑktərɪŋ
doctors,dɑktərz
doctrinaire,dɑktrənɛr
doctrinal,dɑktrənəl
doctrine,dɔktərɪn
doctrines,dɑktrənz
document,dɑkjəmɛnt
documentaries,dɑkjəmɛnəriz
documentary,dɑkjəmɛnəri
documentation,dɑkjəmɛnteɪʃən
documented,dɑkjəmɛnəd
documenting,dɑkjəmənɪŋ
documents,dɑkjəmənts
dodge,dɑʤ
dodged,dɑʤd
dodger,dɑʤər
dodgers,dɑʤərz
dodges,dɑʤɪz
dodging,dɑʤɪŋ
dodo,doʊdoʊ
doe,doʊ
doer,dur
doers,duərz
does,dɪz
doffing,dɔfɪŋ
dog,dɔg
doge,doʊʤ
dogeared,dɑgird
dogfight,dɑgfaɪt
dogfights,dɔgfaɪts
dogfish,dɔgfɪʃ
dogged,dɔgd
doggedly,dɔgədli
doggerel,dɑgərəl
dogging,dɔgɪŋ
doggy,dɔgi
doglike,dɔglaɪk
dogma,dɑgmə
dogmatic,dɔgmætɪk
dogmatically,dɑgmætɪkli
dogmatism,dɑgmətɪzəm
dogs,dɔgz
doh,doʊ
doily,dɔɪli
doing,duɪŋ
doings,duɪŋz
doldrums,doʊldrəmz
dole,doʊl
doled,doʊld
doleful,doʊlfəl
doles,doʊlz
doling,doʊlɪŋ
doll,dɑl
dollar,dɔlər
dollars,dɔlərz
dolled,dɑld
dollop,dɑləp
dolls,dɑlz
dolly,dɑli
dolman,dɑlmən
dolomite,doʊləmaɪt
dolphin,dɑlfən
dolphins,dɑlfənz
domain,doʊmeɪn
domains,doʊmeɪnz
dome,doʊm
domed,doʊmd
domes,doʊmz
domestic,dəmɛstɪk
domestically,dəmɛstɪkli
domesticated,dəmɛstəkeɪtəd
domestication,dəmɛstəkeɪʃən
domesticity,doʊmɛstɪsəti
domestics,dəmɛstɪks
dominance,dɑmənəns
dominant,dɑmənənt
dominate,dɑməneɪt
dominated,dɑməneɪtəd
dominates,dɑməneɪts
dominating,dɑməneɪtɪŋ
domination,dɑməneɪʃən
domineer,dɑmənɪr
domineering,dɑmənɪrɪŋ
dominion,dəmɪnjən
domino,dɑmɪnoʊ
don,dɑn
donate,doʊneɪt
donated,doʊneɪtɪd
donates,doʊneɪts
donating,doʊneɪtɪŋ
donation,doʊneɪʃən
donations,doʊneɪʃənz
done,dən
dong,dɔŋg
donkey,dɔŋki
donkeys,dɑŋkiz
donned,dɑnd
donning,dɑnɪŋ
donor,doʊnər
donors,doʊnərz
dons,dɑnz
donut,doʊnət
doodle,dudəl
doodles,dudəlz
doom,dum
doomed,dumd
dooming,dumɪŋ
dooms,dumz
doomsday,dumzdeɪ
door,dɔr
doorbell,dɔrbɛl
doorkeeper,dɔrkipər
doorknob,durnɑb
doorknobs,durnɑbz
doorman,dɔrmæn
doormat,dɔrmæt
doormats,dɔrmæts
doornail,dɔrneɪl
doors,dɔrz
doorstep,dɔrstɛp
doorsteps,dɔrstɛps
doorway,dɔrweɪ
doorways,dɔrweɪz
dopamine,dɑpəmaɪn
dope,doʊp
doped,doʊpt
dopey,doʊpi
dorado,dɔrɑdoʊ
dormancy,dɔrmənsi
dormant,dɔrmənt
dormer,dɔrmər
dormitories,dɔrmətɔriz
dormitory,dɔrmətɔri
dormouse,dɔrmaʊs
dorsal,dɔrsəl
dorsally,dɔrsəli
dosage,doʊsɪʤ
dosages,doʊsɪʤɪz
dose,doʊs
doses,doʊsɪz
dosing,doʊsɪŋ
dossier,dɔsjeɪ
dossiers,dɔsjeɪz
dot,dɑt
dote,doʊt
doting,doʊtɪŋ
dots,dɑts
dotted,dɑtɪd
dotting,dɑtɪŋ
dotty,dɑti
double,dəbəl
doubled,dəbəld
doubledecker,dəbəldɛkər
doubles,dəbəlz
doubling,dəbəlɪŋ
doubly,dəbli
doubt,daʊt
doubted,daʊtɪd
doubter,daʊtər
doubters,daʊtərz
doubtful,daʊtfəl
doubting,daʊtɪŋ
doubtless,daʊtləs
doubts,daʊts
douche,duʃ
dough,doʊ
doughnut,doʊnət
doughnuts,doʊnəts
doughty,dɔti
dour,daʊər
douse,daʊs
doused,daʊst
dousing,daʊsɪŋ
dove,dəv
dover,doʊvər
doves,dəvz
dovetail,dəvteɪl
dovetails,dəvteɪlz
dowager,daʊəʤər
dowdy,daʊdi
dowel,daʊəl
dowels,daʊəlz
down,daʊn
downbeat,daʊnbit
downcast,daʊnkæst
downed,daʊnd
downfall,daʊnfɔl
downgrade,daʊngreɪd
downgraded,daʊngreɪdəd
downgrades,daʊngreɪdz
downgrading,daʊngreɪdɪŋ
downhill,daʊnhɪl
downing,daʊnɪŋ
download,daʊnloʊd
downloaded,daʊnloʊdɪd
downloading,daʊnloʊdɪŋ
downloads,daʊnloʊdz
downplay,daʊnpleɪ
downplayed,daʊnpleɪd
downpour,daʊnpɔr
downpours,daʊnpɔrz
downright,daʊnraɪt
downs,daʊnz
downside,daʊnsaɪd
downsize,daʊnsaɪz
downsized,daʊnsaɪzd
downsizing,daʊnsaɪzɪŋ
downstage,daʊnsteɪʤ
downstairs,daʊnstɛrz
downstream,daʊnstrim
downswing,daʊnswɪŋ
downtrodden,daʊntrɑdən
downturn,daʊntərn
downturns,daʊntərnz
downward,daʊnwərd
downwardly,daʊnwərdli
downwards,daʊnwərdz
downwind,daʊnwɪnd
downy,daʊni
dowry,daʊri
dowse,daʊs
dowsing,daʊsɪŋ
doyen,dɔɪɪn
doze,doʊz
dozed,doʊzd
dozen,dəzən
dozens,dəzənz
dozes,doʊzɪz
dozier,doʊziər
dozing,doʊzɪŋ
dr,dɑktər
drab,dræb
drachma,drækmə
drachmas,drɑkməz
draconian,drəkoʊniən
dracula,drækjulə
draft,dræft
drafted,dræftɪd
draftee,dræfti
draftees,dræftiz
drafter,dræftər
drafters,dræftərz
drafting,dræftɪŋ
drafts,dræfts
draftsman,dræftsmən
drafty,dræfti
drag,dræg
dragged,drægd
dragging,drægɪŋ
dragnet,drægnɛt
dragon,drægən
dragons,drægənz
drags,drægz
drain,dreɪn
drainage,dreɪnɪʤ
drained,dreɪnd
drainer,dreɪnər
draining,dreɪnɪŋ
drains,dreɪnz
drake,dreɪk
drakes,dreɪks
dram,diræm
drama,drɑmə
dramas,drɑməz
dramatic,drəmætɪk
dramatically,drəmætɪkəli
dramatics,drəmætɪks
dramatist,drɑmətɪst
drank,dræŋk
drape,dreɪp
draped,dreɪpt
draper,dreɪpər
draperies,dreɪpəriz
drapery,dreɪpəri
drapes,dreɪps
draping,dreɪpɪŋ
drastic,dræstɪk
drastically,dræstɪkli
draught,dræft
draughts,dræfts
draw,drɔ
drawback,drɔbæk
drawbacks,drɔbæks
drawbridge,drɔbrɪʤ
drawer,drɔr
drawers,drɔrz
drawing,drɔɪŋ
drawings,drɔɪŋz
drawl,drɔl
drawled,drɔld
drawls,drɔlz
drawn,drɔn
draws,drɔz
dray,dreɪ
dread,drɛd
dreaded,drɛdɪd
dreadful,drɛdfəl
dreadfully,drɛdfəli
dreading,drɛdɪŋ
dreadnought,drɛdnɔt
dreads,drɛdz
dream,drim
dreamed,drimd
dreamer,drimər
dreamers,drimərz
dreaming,drimɪŋ
dreamland,drimlænd
dreamlike,drimlaɪk
dreams,drimz
dreamt,drɛmt
dreamy,drimi
dreariness,dririnəs
dreary,drɪri
dredge,drɛʤ
dredged,drɛʤd
dredges,drɛʤɪz
dredging,drɛʤɪŋ
dregs,drɛgz
drench,drɛnʧ
drenched,drɛnʧt
drenches,drɛnʧəz
drenching,drɛnʧɪŋ
dress,drɛs
dressage,drɛsɑʒ
dressed,drɛst
dresser,drɛsər
dressers,drɛsərz
dresses,drɛsɪz
dressing,drɛsɪŋ
dressings,drɛsɪŋz
dressmaker,drɛsmeɪkər
dressmakers,drɛsmeɪkərz
dressmaking,drɛsmeɪkɪŋ
dressy,drɛsi
drew,dru
dribble,drɪbəl
dribbled,drɪbəld
dribbles,drɪbəlz
dribbling,drɪbəlɪŋ
dried,draɪd
drier,draɪər
dries,draɪz
driest,draɪəst
drift,drɪft
drifted,drɪftɪd
drifter,drɪftər
drifters,drɪftərz
drifting,drɪftɪŋ
drifts,drɪfts
driftwood,drɪftwʊd
drill,drɪl
drilled,drɪld
driller,drɪlər
drilling,drɪlɪŋ
drills,drɪlz
drink,drɪŋk
drinkable,drɪnkəbəl
drinker,drɪŋkər
drinkers,drɪŋkərz
drinking,drɪŋkɪŋ
drinks,drɪŋks
drip,drɪp
dripped,drɪpt
dripping,drɪpɪŋ
drips,drɪps
drivable,draɪvəbəl
drive,draɪv
drivel,drɪvəl
driven,drɪvən
driver,draɪvər
driverless,draɪvərlɪs
drivers,draɪvərz
drives,draɪvz
driveway,draɪvweɪ
driveways,draɪvweɪz
driving,draɪvɪŋ
drizzle,drɪzəl
drizzling,drɪzəlɪŋ
drizzly,drɪzli
droll,droʊl
dromedary,drɑmədɛri
drone,droʊn
droned,droʊnd
drones,droʊnz
droning,droʊnɪŋ
drool,drul
drooling,drulɪŋ
droop,drup
drooped,drupt
drooping,drupɪŋ
droopy,drupi
drop,drɔp
droplet,drɑplət
droplets,drɑpləts
dropout,drɑpaʊt
dropouts,drɑpaʊts
dropped,drɑpt
dropper,drɑpər
dropping,drɑpɪŋ
droppings,drɑpɪŋz
drops,drɑps
dropsy,drɑpsi
dross,drɔs
drought,draʊt
droughts,draʊts
drove,droʊv
drover,droʊvər
droves,droʊvz
drown,draʊn
drowned,draʊnd
drowning,draʊnɪŋ
drownings,draʊnɪŋz
drowns,draʊnz
drowsiness,draʊzinəs
drowsy,draʊzi
drub,drəb
drubbed,drəbd
drubbing,drəbɪŋ
drudge,drəʤ
drudgery,drəʤəri
drug,drəg
drugged,drəgd
drugging,drəgɪŋ
druggist,drəgɪst
drugs,drəgz
druid,druɪd
druids,druɪdz
drum,drəm
drumbeat,drəmbit
drummed,drəmd
drummer,drəmər
drummers,drəmərz
drumming,drəmɪŋ
drums,drəmz
drunk,drəŋk
drunkard,drəŋkərd
drunkards,drəŋkərdz
drunken,drəŋkən
drunkenness,drəŋkənnəs
drunks,drəŋks
dry,draɪ
drycleaning,draɪklinɪŋ
dryer,draɪər
dryers,draɪərz
drying,draɪɪŋ
dryly,draɪli
dryness,draɪnəs
dual,duəl
dualism,duəlɪzəm
dualisms,duəlɪzəmz
dualist,duəlɪst
dualistic,duəlɪstɪk
duality,duæləti
duals,duəlz
dub,dəb
dubbed,dəbd
dubbing,dəbɪŋ
dubious,dubiəs
dublin,dəblɪn
dubs,dəbz
duce,duʧeɪ
duchess,dəʧəs
duchy,dəʧi
duck,dək
ducked,dəkt
ducking,dəkɪŋ
duckling,dəklɪŋ
ducklings,dəklɪŋz
ducks,dəks
duct,dəkt
ductile,dəktəl
ducts,dəkts
dud,dəd
dude,dud
dudes,djudz
dudgeon,dəʤən
duds,dədz
due,du
duel,duəl
duels,duəlz
dues,duz
duet,duɛt
duets,duɛts
duff,dəf
duffel,dəfəl
dug,dəg
dugout,dəgaʊt
dugouts,dəgaʊts
duke,duk
dukedom,dukdəm
dukes,duks
dulcet,dəlsɛt
dulcimer,dəlsɪmər
dull,dəl
dulled,dəld
duller,dələr
dullest,dələst
dulling,dəlɪŋ
dullness,dəlnəs
duly,duli
dumb,dəm
dumbbell,dəmbɛl
dumber,dəmər
dumbest,dəməst
dumbfound,dəmfaʊnd
dumbfounded,dəmfaʊndɪd
dumbfounding,dəmfaʊndɪŋ
dumbfounds,dəmfaʊndz
dumbstruck,dəmstrək
dummies,dəmiz
dummy,dəmi
dump,dəmp
dumped,dəmpt
dumper,dəmpər
dumping,dəmpɪŋ
dumpling,dəmplɪŋ
dumplings,dəmplɪŋz
dumps,dəmps
dumpy,dəmpi
dun,dən
dune,dun
dunes,dunz
dung,dəŋ
dungeon,dənʤən
dungeons,dənʤənz
dunked,dəŋkt
dunkirk,dənkərk
duo,duoʊ
duodenal,duədinəl
duodenum,duɑdənəm
duopoly,duoʊpɑli
dupe,dup
duped,dupt
dupes,dups
duplex,duplɛks
duplicate,dupləkeɪt
duplicated,duplɪkeɪtɪd
duplicates,djupləkeɪts
duplicating,duplɪkeɪtɪŋ
duplication,djupləkeɪʃən
duplications,duplɪkeɪʃənz
duplicitous,duplɪsɪtəs
duplicity,duplɪsɪti
durability,dərəbɪlɪti
durable,dʊrəbəl
durables,dʊrəbəlz
duration,dʊreɪʃən
durations,dʊreɪʃənz
durban,dərbən
duress,dʊrɛs
during,dʊrɪŋ
dusk,dəsk
dust,dəst
dustbin,dəstbɪn
dusted,dəstɪd
duster,dəstər
dusters,dəstərz
dusting,dəstɪŋ
dustman,dəstmən
dusts,dəsts
dusty,dəsti
dutch,dəʧ
dutchman,dəʧmən
duties,dutiz
dutiful,dutifəl
dutifully,dutifəli
duty,duti
dux,dəks
dwarf,dwɔrf
dwarfed,dwɔrft
dwarfing,dwɔrfɪŋ
dwarfs,dwɔrfs
dwarves,dwɔrvz
dwell,dwɛl
dwelled,dwɛld
dweller,dwɛlər
dwellers,dwɛlərz
dwelling,dwɛlɪŋ
dwellings,dwɛlɪŋz
dwells,dwɛlz
dwelt,dwɛlt
dwindle,dwɪndəl
dwindled,dwɪndəld
dwindles,dwɪndəlz
dwindling,dwɪndəlɪŋ
dyad,daɪæd
dye,daɪ
dyed,daɪd
dyeing,daɪɪŋ
dyer,daɪər
dyes,daɪz
dyestuff,daɪstəf
dyestuffs,daɪstəfs
dying,daɪɪŋ
dyke,daɪk
dykes,daɪks
dynamic,daɪnæmɪk
dynamics,daɪnæmɪks
dynamism,daɪnəmɪzəm
dynamite,daɪnəmaɪt
dynamo,daɪnəmoʊ
dynastic,daɪnæstɪk
dynasties,daɪnəstiz
dynasty,daɪnəsti
dysentery,dɪsəntɛri
dysfunction,dɪsfəŋkʃən
dysfunctional,dɪsfəŋkʃənəl
dysfunctions,dɪsfəŋkʃənz
dyslexia,dɪslɛksiə
dyslexic,dɪslɛksɪk
dyspeptic,dɪspɛptɪk
dystrophy,dɪstrəfi
each,iʧ
eager,igər
eagerly,igərli
eagerness,igərnəs
eagle,igəl
eagles,igəlz
ear,ɪr
eared,ɪrd
earful,irfəl
earl,ərl
earldom,ərldəm
earlier,ərliər
earliest,ərliəst
earls,ərlz
early,ərli
earmark,ɪrmɑrk
earmarked,ɪrmɑrkt
earmarking,ɪrmɑrkɪŋ
earn,ərn
earned,ərnd
earner,ərnər
earners,ərnərz
earnest,ərnɪst
earnestly,ərnəstli
earnestness,ərnəstnəs
earning,ərnɪŋ
earnings,ərnɪŋz
earns,ərnz
earphone,ɪrfoʊn
earphones,ɪrfoʊnz
earpiece,ɪrpis
earpieces,ɪrpisɪz
earplug,ɪrpləg
earplugs,ɪrpləgz
earring,ɪrɪŋ
earrings,ɪrɪŋz
ears,ɪrz
earshot,ɪrʃɑt
earth,ərθ
earthbound,ərθbaʊnd
earthen,ərθən
earthenware,ərθənwɛr
earthling,ərθlɪŋ
earthlings,ərθlɪŋz
earthly,ərθli
earthquake,ərθkweɪk
earthquakes,ərθkweɪks
earths,ərθs
earthshaking,ərθʃeɪkɪŋ
earthwork,ərθwərk
earthworm,ərθwərm
earthworms,ərθwərmz
earthy,ərθi
earwax,ɪrwæks
ease,iz
eased,izd
easel,izəl
easement,izmənt
eases,izɪz
easier,iziər
easiest,iziəst
easily,izəli
easing,izɪŋ
east,ist
eastbound,istbaʊnd
easter,istər
easterly,istərli
eastern,istərn
easterners,istərnərz
eastward,istwərd
easy,izi
easygoing,izigoʊɪŋ
eat,it
eatable,itəbəl
eaten,itən
eater,itər
eaters,itərz
eatery,itəri
eating,itɪŋ
eats,its
eaves,ivz
eavesdrop,ivzdrɑp
eavesdropping,ivzdrɑpɪŋ
ebb,ɛb
ebbed,ɛbəd
ebbing,ɛbɪŋ
ebbs,ɛbz
ebony,ɛbəni
ebullience,ɪbʊljəns
ebullient,ɪbəljənt
eccentric,ɛksɛntrɪk
eccentricities,ɛksɛntrɪsɪtiz
eccentricity,ɛksəntrɪsəti
eccentrics,ɛksɛntrɪks
ecclesiastic,ɛkliziæstɪk
ecclesiastical,ɛkliziæstɪkəl
echelon,ɛʃəlɑn
echelons,ɛʃəlɑnz
echidna,ɛkɪdnə
echo,ɛkoʊ
echoed,ɛkoʊd
echoing,ɛkoʊɪŋ
eclectic,ɪklɛktɪk
eclipse,ɪklɪps
eclipsed,ɪklɪpst
eclipses,ɪklɪpsɪz
eclipsing,ɪklɪpsɪŋ
ecliptic,ɪklɪptɪk
ecological,ɛkəlɑʤɪkəl
ecologically,ɛkəlɑʤɪkli
ecologist,ɪkɑləʤɪst
ecologists,ɪkɑləʤɪsts
ecology,ɪkɑləʤi
econometric,ɪkɑnəmɛtrɪk
econometrics,ɪkɑnəmɛtrɪks
economic,ɛkənɑmɪk
economical,ɛkənɑmɪkəl
economically,ɛkənɑmɪkli
economics,ɛkənɑmɪks
economies,ɪkɑnəmiz
economist,ɪkɑnəmɪst
economists,ɪkɑnəmɪsts
economy,ɪkɑnəmi
ecosystem,ikoʊsɪstəm
ecosystems,ikoʊsɪstəmz
ecstasy,ɛkstəsi
ecstatic,ɛkstætɪk
ecstatically,ɛkstætɪkli
ecuador,ɛkwədɔr
ecumenical,ɛkjumɛnɪkəl
eczema,ɛksəmə
eddies,ɛdiz
eddy,ɛdi
edema,ɪdimə
eden,idən
edge,ɛʤ
edged,ɛʤd
edges,ɛʤɪz
edgeways,ɛʤweɪz
edgewise,ɛʤwaɪz
edginess,ɛʤinəs
edging,ɛʤɪŋ
edgy,ɛʤi
edible,ɛdəbəl
edibles,ɛdəbəlz
edict,idɪkt
edicts,idɪkts
edification,ɛdəfəkeɪʃən
edifice,ɛdəfəs
edify,ɛdəfaɪ
edifying,ɛdəfaɪɪŋ
edison,ɛdɪsən
edit,ɛdət
edited,ɛdɪtɪd
editing,ɛdɪtɪŋ
edition,ɪdɪʃən
editions,ɪdɪʃənz
editor,ɛdɪtər
editorial,ɛdətɔriəl
editorially,ɛdətɔriəli
editorials,ɛdətɔriəlz
editors,ɛdɪtərz
editorship,ɛdətərʃɪp
edits,ɛdɪts
educate,ɛʤəkeɪt
educated,ɛʤəkeɪtɪd
educates,ɛʤəkeɪts
educating,ɛʤəkeɪtɪŋ
education,ɛʤəkeɪʃən
educational,ɛʤəkeɪʃənəl
educationally,ɛʤəkeɪʃənəli
educations,ɛʤəkeɪʃənz
educator,ɛʤəkeɪtər
educators,ɛʤəkeɪtərz
eel,il
eels,ilz
eerie,ɪri
eerily,ɪrəli
efface,ɪfeɪs
effacing,ɪfeɪsɪŋ
effect,ifɛkt
effected,ifɛktɪd
effecting,ifɛktɪŋ
effective,ifɛktɪv
effectively,ifɛktɪvli
effectiveness,ifɛktɪvnəs
effects,ifɛkts
effeminate,ifɛmɪnət
efferent,ɛfərənt
effervescent,ɛfərvɛsənt
effete,ɛfit
efficacious,ɛfəkeɪʃəs
efficacy,ɛfɪkæsi
efficiencies,ɪfɪʃənsiz
efficiency,ɪfɪʃənsi
efficient,ɪfɪʃənt
efficiently,ɪfɪʃəntli
effigy,ɛfɪʤi
effluent,ɛfluənt
effort,ɛfərt
effortless,ɛfərtləs
effortlessly,ɛfərtləsli
efforts,ɛfərts
effrontery,ɪfrəntəri
effusive,ɛfjusɪv
effusively,ɪfjusɪvli
egalitarian,ɪgælətɛriən
egalitarianism,igælətɛriənɪzəm
egg,ɛg
egged,ɛgd
eggheads,ɛghɛdz
egging,ɛgɪŋ
eggs,ɛgz
eggshell,ɛgʃɛl
eggshells,ɛgʃɛlz
ego,igoʊ
egocentric,igoʊsɛntrɪk
egoism,igoʊɪzəm
egomaniac,igoʊmeɪniæk
egotism,igətɪzəm
egotist,igətɪst
egotistical,igətɪstɪkəl
egregious,ɪgriʤəs
egress,ɪgrɛs
egret,ɛgrət
egypt,iʤɪpt
egyptian,ɪʤɪpʃən
eh,ɛ
eigenvalue,aɪgənvælju
eigenvalues,aɪgənvæljuz
eight,eɪt
eighteen,eɪtin
eighteenth,eɪtinθ
eightfold,eɪtfoʊld
eighth,eɪθ
eighties,eɪtiz
eightieth,eɪtiɪθ
eights,eɪts
eighty,eɪti
einstein,aɪnstaɪn
either,iðər
eject,ɪʤɛkt
ejected,ɪʤɛktɪd
ejecting,ɪʤɛktɪŋ
ejection,ɪʤɛkʃən
ejects,ɪʤɛkts
eke,ik
eked,ikt
eking,ikɪŋ
elaborate,ɪlæbəreɪt
elaborated,ɪlæbəreɪtəd
elaborately,ɪlæbrətli
elaborates,ɪlæbəreɪts
elaborating,ɪlæbəreɪtɪŋ
elaboration,ɪlæbəreɪʃən
elan,ilən
eland,ilənd
elapse,ɪlæps
elapsed,ɪlæpst
elastic,ɪlæstɪk
elasticity,ilæstɪsəti
elate,ɪleɪt
elated,ɪleɪtɪd
elates,ɪleɪts
elation,ɪleɪʃən
elbe,ɛlb
elbow,ɛlboʊ
elbowed,ɛlboʊd
elbowing,ɛlboʊɪŋ
elbows,ɛlboʊz
elder,ɛldər
elderly,ɛldərli
elders,ɛldərz
eldest,ɛldəst
eldorado,ɛldərɑdoʊ
elect,ɪlɛkt
electability,ɪlɛktəbɪləti
electable,ɪlɛktəbəl
elected,ɪlɛktɪd
electing,ɪlɛktɪŋ
election,ɪlɛkʃən
electioneering,ɪlɛkʃənɪrɪŋ
elections,ɪlɛkʃənz
elective,ɪlɛktɪv
electoral,ɪlɛktərəl
electorate,ɪlɛktərət
electorates,ɪlɛktərəts
electors,ɪlɛktərz
electric,ɪlɛktrɪk
electrical,ɪlɛktrɪkəl
electrically,ɪlɛktrɪkəli
electrician,ɪlɛktrɪʃən
electricians,ɪlɛktrɪʃənz
electricity,ɪlɛktrɪsəti
electrics,ɪlɛktrɪks
